NIK,Nama,Tempat_Lahir,Tanggal_Lahir,Jenis_Kelamin,Alamat,RT_RW,Kel_Desa,Kecamatan,Kab_Kota,Provinsi,Agama,Status_Perkawinan,Pekerjaan,Kewarganegaraan
7445614212868755,CITRA WIJAYA,SEMARANG,1986-12-02,PEREMPUAN,JL. DUMMY NO. 195,007/009,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
5726811601784084,HADI SANTOSO,MALANG,1978-01-16,LAKI-LAKI,JL. DUMMY NO. 186,006/005,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
6341316106551711,CITRA PRATAMA,SEMARANG,1955-06-21,PEREMPUAN,JL. DUMMY NO. 105,002/002,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
7101915802856636,HADI SAPUTRA,SEMARANG,1985-02-18,PEREMPUAN,JL. DUMMY NO. 163,008/008,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TIMUR,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
1788600108629371,BUDI SANTOSO,MALANG,1962-08-01,LAKI-LAKI,JL. DUMMY NO. 179,006/005,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,HINDU,KAWIN,BURUH,WNI
3279140905822599,ADI PRATAMA,BANDUNG,1982-05-09,LAKI-LAKI,JL. DUMMY NO. 148,003/008,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
4188516710486193,FARHAN LESTARI,MALANG,1948-10-27,PEREMPUAN,JL. DUMMY NO. 14,002/004,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
3839404711964218,DEWI PRATAMA,MALANG,1996-11-07,PEREMPUAN,JL. DUMMY NO. 197,010/002,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
9628512612703568,BUDI SAPUTRA,BANDUNG,1970-12-26,LAKI-LAKI,JL. DUMMY NO. 185,003/001,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
5097605907568720,JOKO SAPUTRA,BOGOR,1956-07-19,PEREMPUAN,JL. DUMMY NO. 114,003/001,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5633381309984538,FARHAN PERMANA,SEMARANG,1998-09-13,LAKI-LAKI,JL. DUMMY NO. 46,002/007,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
3611240705552543,CITRA PERMANA,SURABAYA,1955-05-07,LAKI-LAKI,JL. DUMMY NO. 7,002/005,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
1479834202852069,FARHAN WIJAYA,MALANG,1985-02-02,PEREMPUAN,JL. DUMMY NO. 128,004/010,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1197016208794595,HADI PERMANA,BANDUNG,1979-08-22,PEREMPUAN,JL. DUMMY NO. 125,006/004,DESA MAJU,KECAMATAN A,SURABAYA,JAWA BARAT,ISLAM,BELUM KAWIN,BURUH,WNI
4678962312040046,ADI SAPUTRA,SEMARANG,2004-12-23,LAKI-LAKI,JL. DUMMY NO. 11,010/002,DESA MAJU,KECAMATAN C,MALANG,JAWA BARAT,BUDDHA,KAWIN,BURUH,WNI
7837033003665687,INDRA PERMANA,BOGOR,1966-03-30,LAKI-LAKI,JL. DUMMY NO. 196,004/005,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TENGAH,HINDU,BELUM KAWIN,BURUH,WNI
1711314604036722,BUDI PRATAMA,BANDUNG,2003-04-06,PEREMPUAN,JL. DUMMY NO. 106,006/004,DESA MAJU,KECAMATAN B,SEMARANG,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
8898995507847875,HADI WIJAYA,BANDUNG,1984-07-15,PEREMPUAN,JL. DUMMY NO. 52,009/007,DESA MAJU,KECAMATAN A,BOGOR,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
5108672410044529,CITRA WIJAYA,BANDUNG,2004-10-24,LAKI-LAKI,JL. DUMMY NO. 50,009/006,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1972511411829373,HADI SANTOSO,MALANG,1982-11-14,LAKI-LAKI,JL. DUMMY NO. 135,001/006,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TIMUR,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
9447844708027124,GITA PERMANA,SURABAYA,2002-08-07,PEREMPUAN,JL. DUMMY NO. 188,002/006,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3943266003538287,INDRA LESTARI,SEMARANG,1953-03-20,PEREMPUAN,JL. DUMMY NO. 183,003/005,DESA MAJU,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,BURUH,WNI
8065806510737168,EKO SAPUTRA,MALANG,1973-10-25,PEREMPUAN,JL. DUMMY NO. 104,005/007,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
6512544508634620,CITRA PRATAMA,MALANG,1963-08-05,PEREMPUAN,JL. DUMMY NO. 7,007/003,DESA MAJU,KECAMATAN C,SEMARANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5185781209884587,INDRA SANTOSO,SURABAYA,1988-09-12,LAKI-LAKI,JL. DUMMY NO. 67,001/005,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,BUDDHA,KAWIN,PETANI,WNI
5742066803555139,ADI LESTARI,MALANG,1955-03-28,PEREMPUAN,JL. DUMMY NO. 14,001/005,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
2740650502537278,CITRA WIJAYA,BOGOR,1953-02-05,LAKI-LAKI,JL. DUMMY NO. 44,001/004,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TENGAH,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
4340891307588283,FARHAN PRATAMA,MALANG,1958-07-13,LAKI-LAKI,JL. DUMMY NO. 26,006/003,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
4188036804795022,BUDI LESTARI,BANDUNG,1979-04-28,PEREMPUAN,JL. DUMMY NO. 39,003/004,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TENGAH,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
2369571505772961,BUDI WIJAYA,MALANG,1977-05-15,LAKI-LAKI,JL. DUMMY NO. 154,010/008,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TENGAH,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
6498404612852100,JOKO SANTOSO,SURABAYA,1985-12-06,PEREMPUAN,JL. DUMMY NO. 32,003/006,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TENGAH,ISLAM,KAWIN,BURUH,WNI
4097571607693145,EKO WIJAYA,BANDUNG,1969-07-16,LAKI-LAKI,JL. DUMMY NO. 174,008/005,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
6852730305935089,DEWI SANTOSO,BANDUNG,1993-05-03,LAKI-LAKI,JL. DUMMY NO. 24,009/002,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
4713571809577456,CITRA PERMANA,BANDUNG,1957-09-18,LAKI-LAKI,JL. DUMMY NO. 200,005/004,DESA MAJU,KECAMATAN A,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
5770112110052576,BUDI SANTOSO,MALANG,2005-10-21,LAKI-LAKI,JL. DUMMY NO. 168,007/003,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
2605820801615003,HADI PRATAMA,MALANG,1961-01-08,LAKI-LAKI,JL. DUMMY NO. 72,003/007,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
7550686601021998,FARHAN SANTOSO,BANDUNG,2002-01-26,PEREMPUAN,JL. DUMMY NO. 2,005/008,DESA MAJU,KECAMATAN B,BOGOR,JAWA BARAT,KRISTEN,KAWIN,PETANI,WNI
9353116212696568,HADI WIJAYA,SURABAYA,1969-12-22,PEREMPUAN,JL. DUMMY NO. 104,009/005,DESA MAJU,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,BURUH,WNI
8337932207709508,BUDI WIJAYA,MALANG,1970-07-22,LAKI-LAKI,JL. DUMMY NO. 194,003/010,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1514991901957112,ADI PRATAMA,BANDUNG,1995-01-19,LAKI-LAKI,JL. DUMMY NO. 196,006/006,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,BUDDHA,KAWIN,BURUH,WNI
7943674810713561,EKO WIJAYA,BOGOR,1971-10-08,PEREMPUAN,JL. DUMMY NO. 110,005/010,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
4405926608619454,ADI SAPUTRA,SURABAYA,1961-08-26,PEREMPUAN,JL. DUMMY NO. 38,007/001,DESA MAKMUR,KECAMATAN B,MALANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
2620914809953086,BUDI SANTOSO,BANDUNG,1995-09-08,PEREMPUAN,JL. DUMMY NO. 59,009/002,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,KATOLIK,KAWIN,WIRASWASTA,WNI
8678460605871626,JOKO PRATAMA,BOGOR,1987-05-06,LAKI-LAKI,JL. DUMMY NO. 61,008/002,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TIMUR,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
2436271808565266,HADI WIJAYA,BANDUNG,1956-08-18,LAKI-LAKI,JL. DUMMY NO. 15,004/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,BUDDHA,BELUM KAWIN,PETANI,WNI
8860051302853058,HADI WIJAYA,MALANG,1985-02-13,LAKI-LAKI,JL. DUMMY NO. 75,009/009,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
4149511907528561,HADI WIJAYA,SEMARANG,1952-07-19,LAKI-LAKI,JL. DUMMY NO. 22,010/001,DESA MAJU,KECAMATAN A,BANDUNG,JAWA BARAT,KRISTEN,BELUM KAWIN,BURUH,WNI
1975104609692786,JOKO PRATAMA,SURABAYA,1969-09-06,PEREMPUAN,JL. DUMMY NO. 25,002/009,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,PETANI,WNI
6891554112643269,CITRA WIJAYA,BOGOR,1964-12-01,PEREMPUAN,JL. DUMMY NO. 69,006/009,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
9120854608758948,GITA PERMANA,MALANG,1975-08-06,PEREMPUAN,JL. DUMMY NO. 132,010/002,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
4090531207926500,FARHAN SANTOSO,MALANG,1992-07-12,LAKI-LAKI,JL. DUMMY NO. 115,006/003,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TENGAH,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
9234112204476818,ADI LESTARI,BOGOR,1947-04-22,LAKI-LAKI,JL. DUMMY NO. 86,003/001,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,BURUH,WNI
5682170306788014,JOKO PRATAMA,SURABAYA,1978-06-03,LAKI-LAKI,JL. DUMMY NO. 124,006/005,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
7946956409062313,FARHAN SANTOSO,BOGOR,2006-09-24,PEREMPUAN,JL. DUMMY NO. 58,001/001,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA BARAT,ISLAM,KAWIN,WIRASWASTA,WNI
4088281402601557,HADI SAPUTRA,SEMARANG,1960-02-14,LAKI-LAKI,JL. DUMMY NO. 127,009/006,DESA MAJU,KECAMATAN C,BOGOR,JAWA BARAT,KATOLIK,BELUM KAWIN,PETANI,WNI
5495845001065308,INDRA LESTARI,BANDUNG,2006-01-10,PEREMPUAN,JL. DUMMY NO. 25,005/006,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
2086825702595068,EKO SANTOSO,SURABAYA,1959-02-17,PEREMPUAN,JL. DUMMY NO. 138,009/006,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,BURUH,WNI
6206511107011176,INDRA PERMANA,BOGOR,2001-07-11,LAKI-LAKI,JL. DUMMY NO. 23,004/009,DESA MAJU,KECAMATAN A,BOGOR,JAWA BARAT,BUDDHA,KAWIN,PETANI,WNI
4098631909760809,ADI SANTOSO,BOGOR,1976-09-19,LAKI-LAKI,JL. DUMMY NO. 60,001/001,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
9194704603927606,JOKO LESTARI,SURABAYA,1992-03-06,PEREMPUAN,JL. DUMMY NO. 112,002/004,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TIMUR,KATOLIK,KAWIN,WIRASWASTA,WNI
3760566711555348,INDRA LESTARI,MALANG,1955-11-27,PEREMPUAN,JL. DUMMY NO. 83,003/007,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
7500792101075302,ADI SANTOSO,BOGOR,2007-01-21,LAKI-LAKI,JL. DUMMY NO. 95,006/007,DESA MAJU,KECAMATAN B,MALANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
2876386706687286,ADI WIJAYA,SURABAYA,1968-06-27,PEREMPUAN,JL. DUMMY NO. 32,007/007,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
7750922506936820,FARHAN SAPUTRA,MALANG,1993-06-25,LAKI-LAKI,JL. DUMMY NO. 171,006/005,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
2588463101526777,ADI PERMANA,BANDUNG,1952-01-31,LAKI-LAKI,JL. DUMMY NO. 84,004/004,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
4199961405076461,EKO LESTARI,BOGOR,2007-05-14,LAKI-LAKI,JL. DUMMY NO. 89,004/003,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,PETANI,WNI
8836486811572075,FARHAN WIJAYA,BOGOR,1957-11-28,PEREMPUAN,JL. DUMMY NO. 144,006/010,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TIMUR,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
2850010208471262,HADI SAPUTRA,SURABAYA,1947-08-02,LAKI-LAKI,JL. DUMMY NO. 85,001/003,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TIMUR,HINDU,BELUM KAWIN,PETANI,WNI
9152901308524408,JOKO LESTARI,SEMARANG,1952-08-13,LAKI-LAKI,JL. DUMMY NO. 181,008/004,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,ISLAM,KAWIN,BURUH,WNI
2959314904703312,GITA PRATAMA,MALANG,1970-04-09,PEREMPUAN,JL. DUMMY NO. 96,007/008,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
2700170802952003,CITRA SAPUTRA,SEMARANG,1995-02-08,LAKI-LAKI,JL. DUMMY NO. 139,002/009,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,BURUH,WNI
2227861409480536,EKO PERMANA,BANDUNG,1948-09-14,LAKI-LAKI,JL. DUMMY NO. 55,006/005,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,KAWIN,BURUH,WNI
9828854602686459,ADI LESTARI,MALANG,1968-02-06,PEREMPUAN,JL. DUMMY NO. 65,005/008,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TIMUR,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
5184794910023217,FARHAN LESTARI,MALANG,2002-10-09,PEREMPUAN,JL. DUMMY NO. 16,007/010,DESA MAJU,KECAMATAN A,BOGOR,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
8595860107727742,HADI SAPUTRA,MALANG,1972-07-01,LAKI-LAKI,JL. DUMMY NO. 3,004/002,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
6274271501780955,DEWI SAPUTRA,SEMARANG,1978-01-15,LAKI-LAKI,JL. DUMMY NO. 124,006/007,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,HINDU,KAWIN,WIRASWASTA,WNI
4476983008737672,FARHAN PERMANA,BOGOR,1973-08-30,LAKI-LAKI,JL. DUMMY NO. 164,001/006,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,KAWIN,WIRASWASTA,WNI
8174684404820707,BUDI PRATAMA,SEMARANG,1982-04-04,PEREMPUAN,JL. DUMMY NO. 43,008/009,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
2128454107651813,ADI SAPUTRA,SURABAYA,1965-07-01,PEREMPUAN,JL. DUMMY NO. 122,007/010,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
9894392502976012,ADI WIJAYA,SURABAYA,1997-02-25,LAKI-LAKI,JL. DUMMY NO. 76,006/004,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
9616311706495194,GITA PRATAMA,MALANG,1949-06-17,LAKI-LAKI,JL. DUMMY NO. 40,007/010,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,KRISTEN,KAWIN,BURUH,WNI
4149825208695078,INDRA SANTOSO,SURABAYA,1969-08-12,PEREMPUAN,JL. DUMMY NO. 91,002/006,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
5226781002711202,EKO SANTOSO,SURABAYA,1971-02-10,LAKI-LAKI,JL. DUMMY NO. 3,008/005,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
9219185310069195,EKO LESTARI,BOGOR,2006-10-13,PEREMPUAN,JL. DUMMY NO. 161,005/004,DESA MAJU,KECAMATAN B,MALANG,JAWA BARAT,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4914154504564047,EKO LESTARI,BANDUNG,1956-04-05,PEREMPUAN,JL. DUMMY NO. 163,004/003,DESA MAJU,KECAMATAN A,MALANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
5028392901717149,HADI SANTOSO,BOGOR,1971-01-29,LAKI-LAKI,JL. DUMMY NO. 30,004/006,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
5611284906878654,BUDI WIJAYA,BANDUNG,1987-06-09,PEREMPUAN,JL. DUMMY NO. 190,001/002,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
6763656009919151,HADI PERMANA,BOGOR,1991-09-20,PEREMPUAN,JL. DUMMY NO. 107,009/005,DESA MAJU,KECAMATAN C,MALANG,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
2436525301665044,CITRA PERMANA,SEMARANG,1966-01-13,PEREMPUAN,JL. DUMMY NO. 179,003/010,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,KRISTEN,BELUM KAWIN,PETANI,WNI
5284066611712934,ADI LESTARI,BOGOR,1971-11-26,PEREMPUAN,JL. DUMMY NO. 41,005/009,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
3653790903505016,INDRA SAPUTRA,BOGOR,1950-03-09,LAKI-LAKI,JL. DUMMY NO. 90,010/010,DESA MAJU,KECAMATAN A,SURABAYA,JAWA BARAT,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1427496608858643,DEWI PRATAMA,SEMARANG,1985-08-26,PEREMPUAN,JL. DUMMY NO. 196,005/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,HINDU,KAWIN,PETANI,WNI
4357266507574570,GITA SANTOSO,MALANG,1957-07-25,PEREMPUAN,JL. DUMMY NO. 55,004/008,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
3277460607677691,ADI SANTOSO,BANDUNG,1967-07-06,LAKI-LAKI,JL. DUMMY NO. 165,007/001,DESA MAJU,KECAMATAN A,BOGOR,JAWA TENGAH,KRISTEN,KAWIN,WIRASWASTA,WNI
7587784805904469,JOKO WIJAYA,BANDUNG,1990-05-08,PEREMPUAN,JL. DUMMY NO. 159,003/006,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,HINDU,KAWIN,KARYAWAN SWASTA,WNI
5892416605999834,ADI PRATAMA,BANDUNG,1999-05-26,PEREMPUAN,JL. DUMMY NO. 24,010/007,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
1440044502463360,FARHAN SANTOSO,SEMARANG,1946-02-05,PEREMPUAN,JL. DUMMY NO. 39,004/010,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
7628795809738257,INDRA PERMANA,SURABAYA,1973-09-18,PEREMPUAN,JL. DUMMY NO. 154,008/010,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
7791200710470099,FARHAN PERMANA,BOGOR,1947-10-07,LAKI-LAKI,JL. DUMMY NO. 11,003/002,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
7655243101593435,JOKO WIJAYA,BOGOR,1959-01-31,LAKI-LAKI,JL. DUMMY NO. 137,001/004,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA BARAT,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1705171503970529,INDRA SANTOSO,MALANG,1997-03-15,LAKI-LAKI,JL. DUMMY NO. 24,001/003,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
4464733112669616,HADI LESTARI,BOGOR,1966-12-31,LAKI-LAKI,JL. DUMMY NO. 169,008/009,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,KRISTEN,KAWIN,WIRASWASTA,WNI
1974381111047170,GITA PRATAMA,SURABAYA,2004-11-11,LAKI-LAKI,JL. DUMMY NO. 29,010/003,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TENGAH,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
2252815408879187,ADI SANTOSO,BOGOR,1987-08-14,PEREMPUAN,JL. DUMMY NO. 197,005/004,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3077645208070133,INDRA PERMANA,BOGOR,2007-08-12,PEREMPUAN,JL. DUMMY NO. 178,007/006,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
9344314603005066,ADI SAPUTRA,BOGOR,2000-03-06,PEREMPUAN,JL. DUMMY NO. 145,003/009,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
4903365802650179,EKO PRATAMA,MALANG,1965-02-18,PEREMPUAN,JL. DUMMY NO. 103,003/001,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TIMUR,HINDU,BELUM KAWIN,BURUH,WNI
5141702510711101,HADI PRATAMA,SURABAYA,1971-10-25,LAKI-LAKI,JL. DUMMY NO. 197,002/009,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA TENGAH,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
2722052805007956,DEWI PERMANA,SURABAYA,2000-05-28,LAKI-LAKI,JL. DUMMY NO. 15,005/007,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA BARAT,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
5379076307804276,DEWI LESTARI,BOGOR,1980-07-23,PEREMPUAN,JL. DUMMY NO. 156,009/009,DESA MAJU,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,BELUM KAWIN,BURUH,WNI
2727272709895555,HADI WIJAYA,BANDUNG,1989-09-27,LAKI-LAKI,JL. DUMMY NO. 44,010/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
8594530503720712,CITRA SAPUTRA,BOGOR,1972-03-05,LAKI-LAKI,JL. DUMMY NO. 169,010/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,HINDU,KAWIN,PETANI,WNI
7015395008552369,FARHAN PERMANA,SURABAYA,1955-08-10,PEREMPUAN,JL. DUMMY NO. 136,004/010,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
